t,com,arr,sexe,age,gs,pays,dest,trans,sect,nat,w
A,67141,672,H,15-29,ouvriers,,,,,,10.07
A,67141,672,H,30-44,cadres,,,,,,25.93
A,67141,672,H,30-44,employes,,,,,,10.32
A,67141,672,H,30-44,ouvriers,,,,,,9.95
A,67141,672,H,45-54,artisans,,,,,,5.03
A,67141,672,H,45-54,cadres,,,,,,15.11
A,67141,672,H,45-54,ouvriers,,,,,,10.19
A,67141,672,H,45-54,prof_inter,,,,,,5.03
A,67141,672,H,55+,agriculteurs,,,,,,4.91
A,67141,672,H,55+,cadres,,,,,,9.94
A,67141,672,H,55+,ouvriers,,,,,,19.64
A,67141,672,H,55+,prof_inter,,,,,,4.91
A,67142,672,F,15-29,employes,,,,,,4.87
A,67142,672,F,15-29,ouvriers,,,,,,5.07
A,67142,672,F,15-29,prof_inter,,,,,,4.87
A,67142,672,F,30-44,cadres,,,,,,9.74
A,67142,672,F,30-44,employes,,,,,,5.07
A,67142,672,F,30-44,prof_inter,,,,,,5.28
A,67142,672,F,45-54,cadres,,,,,,10.15
A,67142,672,F,45-54,ouvriers,,,,,,9.95
A,67142,672,F,45-54,prof_inter,,,,,,4.87
A,67142,672,F,55+,artisans,,,,,,4.87
A,67142,672,F,55+,cadres,,,,,,4.87
A,67142,672,H,15-29,prof_inter,,,,,,5.07
A,67142,672,H,30-44,artisans,,,,,,5.28
A,67142,672,H,30-44,cadres,,,,,,4.87
A,67142,672,H,30-44,ouvriers,,,,,,25.4
A,67142,672,H,30-44,prof_inter,,,,,,9.95
A,67142,672,H,45-54,ouvriers,,,,,,14.42
A,67142,672,H,55+,artisans,,,,,,4.87
A,67142,672,H,55+,cadres,,,,,,4.87
A,67142,672,H,55+,ouvriers,,,,,,4.87
A,67142,672,H,55+,prof_inter,,,,,,5.07
A,67143,675,F,15-29,cadres,,,,,,4.89
A,67143,675,F,15-29,employes,,,,,,9.78
A,67143,675,F,15-29,prof_inter,,,,,,10.4
A,67143,675,F,30-44,employes,,,,,,14.39
A,67143,675,F,30-44,prof_inter,,,,,,27.89
A,67143,675,F,45-54,artisans,,,,,,9.78
A,67143,675,F,45-54,employes,,,,,,13.55
A,67143,675,F,45-54,ouvriers,,,,,,4.89
A,67143,675,F,45-54,prof_inter,,,,,,9.52
A,67143,675,F,55+,artisans,,,,,,5.2
A,67143,675,F,55+,employes,,,,,,20.81
A,67143,675,F,55+,ouvriers,,,,,,5.53
A,67143,675,F,55+,prof_inter,,,,,,5.2
A,67143,675,H,15-29,employes,,,,,,4.06
A,67143,675,H,15-29,ouvriers,,,,,,9.52
A,67143,675,H,15-29,prof_inter,,,,,,5.2
A,67143,675,H,30-44,cadres,,,,,,24.77
A,67143,675,H,30-44,employes,,,,,,4.6
A,67143,675,H,30-44,ouvriers,,,,,,28.53
A,67143,675,H,30-44,prof_inter,,,,,,9.8
A,67143,675,H,45-54,cadres,,,,,,20.81
A,67143,675,H,45-54,ouvriers,,,,,,9.59
A,67143,675,H,45-54,prof_inter,,,,,,15.31
A,67143,675,H,55+,cadres,,,,,,15.29
A,67143,675,H,55+,ouvriers,,,,,,9.49
A,67143,675,H,55+,prof_inter,,,,,,9.49
A,67144,673,F,15-29,employes,,,,,,5.35
A,67144,673,F,15-29,ouvriers,,,,,,10.35
A,67144,673,F,15-29,prof_inter,,,,,,9.5
A,67144,673,F,30-44,artisans,,,,,,5.82
A,67144,673,F,30-44,employes,,,,,,16.53
A,67144,673,F,30-44,prof_inter,,,,,,10.75
A,67144,673,F,45-54,employes,,,,,,14.79
A,67144,673,F,45-54,ouvriers,,,,,,5.35
A,67144,673,F,55+,employes,,,,,,4.93
A,67144,673,F,55+,ouvriers,,,,,,4.54
A,67144,673,F,55+,prof_inter,,,,,,4.93
A,67144,673,H,15-29,employes,,,,,,9.08
A,67144,673,H,15-29,ouvriers,,,,,,4.93
A,67144,673,H,15-29,prof_inter,,,,,,4.93
A,67144,673,H,30-44,artisans,,,,,,4.93
A,67144,673,H,30-44,cadres,,,,,,5.82
A,67144,673,H,30-44,employes,,,,,,5.82
A,67144,673,H,30-44,ouvriers,,,,,,25.99
A,67144,673,H,30-44,prof_inter,,,,,,4.54
A,67144,673,H,45-54,ouvriers,,,,,,5.35
A,67144,673,H,55+,artisans,,,,,,4.54
A,67144,673,H,55+,ouvriers,,,,,,4.93
A,67145,674,F,15-29,employes,,,,,,10.28
A,67145,674,F,30-44,artisans,,,,,,4.69
A,67145,674,F,30-44,cadres,,,,,,4.69
A,67145,674,F,30-44,employes,,,,,,9.71
A,67145,674,F,45-54,employes,,,,,,4.99
A,67145,674,F,45-54,prof_inter,,,,,,4.69
A,67145,674,F,55+,employes,,,,,,10.59
A,67145,674,H,15-29,ouvriers,,,,,,5.29
A,67145,674,H,30-44,employes,,,,,,4.69
A,67145,674,H,30-44,ouvriers,,,,,,9.41
A,67145,674,H,30-44,prof_inter,,,,,,19.71
A,67145,674,H,45-54,ouvriers,,,,,,5.29
A,67145,674,H,45-54,prof_inter,,,,,,4.99
A,67145,674,H,55+,ouvriers,,,,,,5.62
A,67145,674,H,55+,prof_inter,,,,,,5.29
A,67146,675,F,15-29,employes,,,,,,20.51
A,67146,675,F,15-29,prof_inter,,,,,,5.04
A,67146,675,F,30-44,artisans,,,,,,4.88
A,67146,675,F,30-44,cadres,,,,,,5.21
A,67146,675,F,30-44,employes,,,,,,19.39
A,67146,675,F,30-44,ouvriers,,,,,,4.88
A,67146,675,F,30-44,prof_inter,,,,,,4.88
A,67146,675,F,45-54,agriculteurs,,,,,,4.88
A,67146,675,F,45-54,employes,,,,,,25.55
A,67146,675,F,45-54,ouvriers,,,,,,9.93
A,67146,675,F,45-54,prof_inter,,,,,,9.93
A,67146,675,F,55+,employes,,,,,,10.25
A,67146,675,F,55+,prof_inter,,,,,,10.41
A,67146,675,H,15-29,artisans,,,,,,4.88
A,67146,675,H,15-29,employes,,,,,,5.04
A,67146,675,H,15-29,ouvriers,,,,,,10.25
A,67146,675,H,30-44,cadres,,,,,,5.04
A,67146,675,H,30-44,employes,,,,,,15.15
A,67146,675,H,30-44,ouvriers,,,,,,24.27
A,67146,675,H,30-44,prof_inter,,,,,,14.97
A,67146,675,H,45-54,agriculteurs,,,,,,4.88
A,67146,675,H,45-54,cadres,,,,,,10.25
A,67146,675,H,45-54,ouvriers,,,,,,20.01
A,67146,675,H,45-54,prof_inter,,,,,,5.38
A,67146,675,H,55+,ouvriers,,,,,,20.83
A,67147,672,F,15-29,prof_inter,,,,,,5.31
A,67147,672,F,30-44,artisans,,,,,,5.02
A,67147,672,F,30-44,employes,,,,,,10.19
A,67147,672,F,30-44,ouvriers,,,,,,5.02
A,67147,672,F,30-44,prof_inter,,,,,,4.89
A,67147,672,F,45-54,employes,,,,,,19.96
A,67147,672,F,45-54,ouvriers,,,,,,5.16
A,67147,672,F,45-54,prof_inter,,,,,,15.36
A,67147,672,F,55+,employes,,,,,,4.89
A,67147,672,F,55+,prof_inter,,,,,,4.89
A,67147,672,H,15-29,cadres,,,,,,5.31
A,67147,672,H,15-29,ouvriers,,,,,,30.43
A,67147,672,H,15-29,prof_inter,,,,,,10.19
A,67147,672,H,30-44,artisans,,,,,,9.92
A,67147,672,H,30-44,cadres,,,,,,4.89
A,67147,672,H,30-44,ouvriers,,,,,,34.93
A,67147,672,H,30-44,prof_inter,,,,,,5.16
A,67147,672,H,45-54,ouvriers,,,,,,15.22
A,67147,672,H,45-54,prof_inter,,,,,,10.05
A,67147,672,H,55+,ouvriers,,,,,,15.07
A,67148,674,F,15-29,employes,,,,,,4.73
A,67148,674,F,15-29,prof_inter,,,,,,4.73
A,67148,674,F,30-44,employes,,,,,,4.73
A,67148,674,F,45-54,employes,,,,,,9.45
A,67148,674,F,45-54,ouvriers,,,,,,4.73
A,67148,674,F,45-54,prof_inter,,,,,,4.73
A,67148,674,F,55+,employes,,,,,,4.73
A,67148,674,H,15-29,ouvriers,,,,,,9.45
A,67148,674,H,15-29,prof_inter,,,,,,9.45
A,67148,674,H,30-44,ouvriers,,,,,,9.45
A,67148,674,H,45-54,employes,,,,,,9.45
A,67148,674,H,45-54,prof_inter,,,,,,4.73
A,67148,674,H,55+,ouvriers,,,,,,4.73
A,67148,674,H,55+,prof_inter,,,,,,9.45
A,67149,674,F,15-29,employes,,,,,,10.16
A,67149,674,F,15-29,prof_inter,,,,,,5.08
A,67149,674,F,30-44,artisans,,,,,,5.08
A,67149,674,F,30-44,cadres,,,,,,10.16
A,67149,674,F,30-44,employes,,,,,,5.08
A,67149,674,F,30-44,prof_inter,,,,,,10.16
A,67149,674,F,45-54,employes,,,,,,10.16
A,67149,674,F,45-54,prof_inter,,,,,,25.41
A,67149,674,F,55+,employes,,,,,,5.08
A,67149,674,F,55+,prof_inter,,,,,,5.08
A,67149,674,H,15-29,prof_inter,,,,,,15.24
A,67149,674,H,30-44,cadres,,,,,,5.08
A,67149,674,H,30-44,ouvriers,,,,,,5.08
A,67149,674,H,30-44,prof_inter,,,,,,10.16
A,67149,674,H,45-54,cadres,,,,,,20.32
A,67149,674,H,45-54,ouvriers,,,,,,5.08
A,67149,674,H,45-54,prof_inter,,,,,,15.24
A,67149,674,H,55+,artisans,,,,,,5.08
A,67149,674,H,55+,ouvriers,,,,,,5.08
A,67149,674,H,55+,prof_inter,,,,,,10.16
A,67150,674,F,15-29,cadres,,,,,,4.76
A,67150,674,F,15-29,employes,,,,,,28.76
A,67150,674,F,15-29,ouvriers,,,,,,4.85
A,67150,674,F,15-29,prof_inter,,,,,,19.15
A,67150,674,F,30-44,artisans,,,,,,9.8
A,67150,674,F,30-44,cadres,,,,,,29.31
A,67150,674,F,30-44,employes,,,,,,62.93
A,67150,674,F,30-44,prof_inter,,,,,,87.29
A,67150,674,F,45-54,cadres,,,,,,24.45
A,67150,674,F,45-54,employes,,,,,,14.57
A,67150,674,F,45-54,ouvriers,,,,,,4.76
A,67150,674,F,45-54,prof_inter,,,,,,29.4
A,67150,674,F,55+,artisans,,,,,,9.53
A,67150,674,F,55+,cadres,,,,,,4.67
A,67150,674,F,55+,employes,,,,,,19.23
A,67150,674,F,55+,ouvriers,,,,,,4.76
A,67150,674,F,55+,prof_inter,,,,,,38.38
A,67150,674,H,15-29,cadres,,,,,,24.0
A,67150,674,H,15-29,employes,,,,,,9.8
A,67150,674,H,15-29,ouvriers,,,,,,29.49
A,67150,674,H,15-29,prof_inter,,,,,,19.14
A,67150,674,H,30-44,artisans,,,,,,4.76
A,67150,674,H,30-44,cadres,,,,,,53.4
A,67150,674,H,30-44,employes,,,,,,24.45
A,67150,674,H,30-44,ouvriers,,,,,,29.31
A,67150,674,H,30-44,prof_inter,,,,,,58.53
A,67150,674,H,45-54,cadres,,,,,,38.65
A,67150,674,H,45-54,employes,,,,,,9.71
A,67150,674,H,45-54,ouvriers,,,,,,14.47
A,67150,674,H,45-54,prof_inter,,,,,,24.55
A,67150,674,H,55+,artisans,,,,,,9.62
A,67150,674,H,55+,cadres,,,,,,28.67
A,67150,674,H,55+,employes,,,,,,4.85
A,67150,674,H,55+,ouvriers,,,,,,4.95
A,67150,674,H,55+,prof_inter,,,,,,19.23
A,67151,672,F,15-29,cadres,,,,,,24.87
A,67151,672,F,15-29,employes,,,,,,119.37
A,67151,672,F,15-29,ouvriers,,,,,,19.89
A,67151,672,F,15-29,prof_inter,,,,,,84.55
A,67151,672,F,30-44,cadres,,,,,,89.53
A,67151,672,F,30-44,employes,,,,,,104.45
A,67151,672,F,30-44,ouvriers,,,,,,19.89
A,67151,672,F,30-44,prof_inter,,,,,,193.97
A,67151,672,F,45-54,artisans,,,,,,19.89
A,67151,672,F,45-54,cadres,,,,,,49.74
A,67151,672,F,45-54,employes,,,,,,154.18
A,67151,672,F,45-54,ouvriers,,,,,,24.87
A,67151,672,F,45-54,prof_inter,,,,,,74.63
A,67151,672,F,55+,artisans,,,,,,9.95
A,67151,672,F,55+,cadres,,,,,,44.76
A,67151,672,F,55+,employes,,,,,,104.45
A,67151,672,F,55+,ouvriers,,,,,,54.71
A,67151,672,F,55+,prof_inter,,,,,,19.89
A,67151,672,H,15-29,artisans,,,,,,4.97
A,67151,672,H,15-29,cadres,,,,,,34.82
A,67151,672,H,15-29,employes,,,,,,29.84
A,67151,672,H,15-29,ouvriers,,,,,,59.68
A,67151,672,H,15-29,prof_inter,,,,,,84.55
A,67151,672,H,30-44,agriculteurs,,,,,,4.97
A,67151,672,H,30-44,artisans,,,,,,54.71
A,67151,672,H,30-44,cadres,,,,,,129.32
A,67151,672,H,30-44,employes,,,,,,14.92
A,67151,672,H,30-44,ouvriers,,,,,,114.4
A,67151,672,H,30-44,prof_inter,,,,,,169.11
A,67151,672,H,45-54,artisans,,,,,,44.76
A,67151,672,H,45-54,cadres,,,,,,104.45
A,67151,672,H,45-54,employes,,,,,,19.89
A,67151,672,H,45-54,ouvriers,,,,,,94.5
A,67151,672,H,45-54,prof_inter,,,,,,84.58
A,67151,672,H,55+,artisans,,,,,,14.92
A,67151,672,H,55+,cadres,,,,,,34.82
A,67151,672,H,55+,employes,,,,,,44.76
A,67151,672,H,55+,ouvriers,,,,,,144.24
A,67151,672,H,55+,prof_inter,,,,,,54.71
A,67152,678,F,15-29,artisans,,,,,,4.94
A,67152,678,F,15-29,cadres,,,,,,19.8
A,67152,678,F,15-29,employes,,,,,,158.73
A,67152,678,F,15-29,ouvriers,,,,,,20.78
A,67152,678,F,15-29,prof_inter,,,,,,146.98
A,67152,678,F,30-44,agriculteurs,,,,,,4.96
A,67152,678,F,30-44,artisans,,,,,,24.8
A,67152,678,F,30-44,cadres,,,,,,84.4
A,67152,678,F,30-44,employes,,,,,,295.98
A,67152,678,F,30-44,ouvriers,,,,,,64.42
A,67152,678,F,30-44,prof_inter,,,,,,248.1
A,67152,678,F,45-54,artisans,,,,,,13.3
A,67152,678,F,45-54,cadres,,,,,,64.44
A,67152,678,F,45-54,employes,,,,,,168.25
A,67152,678,F,45-54,ouvriers,,,,,,24.78
A,67152,678,F,45-54,prof_inter,,,,,,153.99
A,67152,678,F,55+,cadres,,,,,,39.49
A,67152,678,F,55+,employes,,,,,,153.33
A,67152,678,F,55+,ouvriers,,,,,,39.51
A,67152,678,F,55+,prof_inter,,,,,,83.9
A,67152,678,H,15-29,artisans,,,,,,9.91
A,67152,678,H,15-29,cadres,,,,,,44.58
A,67152,678,H,15-29,employes,,,,,,84.13
A,67152,678,H,15-29,ouvriers,,,,,,114.17
A,67152,678,H,15-29,prof_inter,,,,,,104.03
A,67152,678,H,30-44,artisans,,,,,,44.62
A,67152,678,H,30-44,cadres,,,,,,173.5
A,67152,678,H,30-44,employes,,,,,,94.19
A,67152,678,H,30-44,ouvriers,,,,,,240.82
A,67152,678,H,30-44,prof_inter,,,,,,139.06
A,67152,678,H,45-54,agriculteurs,,,,,,14.87
A,67152,678,H,45-54,artisans,,,,,,24.95
A,67152,678,H,45-54,cadres,,,,,,139.2
A,67152,678,H,45-54,employes,,,,,,44.54
A,67152,678,H,45-54,ouvriers,,,,,,112.2
A,67152,678,H,45-54,prof_inter,,,,,,118.82
A,67152,678,H,55+,agriculteurs,,,,,,9.91
A,67152,678,H,55+,artisans,,,,,,34.51
A,67152,678,H,55+,cadres,,,,,,118.72
A,67152,678,H,55+,employes,,,,,,24.66
A,67152,678,H,55+,ouvriers,,,,,,79.21
A,67152,678,H,55+,prof_inter,,,,,,64.38
A,67153,674,F,15-29,employes,,,,,,14.95
A,67153,674,F,15-29,ouvriers,,,,,,4.74
A,67153,674,F,15-29,prof_inter,,,,,,10.67
A,67153,674,F,30-44,cadres,,,,,,6.01
A,67153,674,F,30-44,employes,,,,,,17.94
A,67153,674,F,30-44,prof_inter,,,,,,3.73
A,67153,674,F,45-54,employes,,,,,,9.47
A,67153,674,F,45-54,ouvriers,,,,,,4.2
A,67153,674,F,55+,cadres,,,,,,5.34
A,67153,674,F,55+,employes,,,,,,30.22
A,67153,674,F,55+,prof_inter,,,,,,5.34
A,67153,674,H,15-29,employes,,,,,,4.74
A,67153,674,H,15-29,ouvriers,,,,,,18.41
A,67153,674,H,15-29,prof_inter,,,,,,10.07
A,67153,674,H,30-44,agriculteurs,,,,,,4.2
A,67153,674,H,30-44,cadres,,,,,,3.73
A,67153,674,H,30-44,ouvriers,,,,,,9.54
A,67153,674,H,30-44,prof_inter,,,,,,14.42
A,67153,674,H,45-54,agriculteurs,,,,,,4.74
A,67153,674,H,45-54,ouvriers,,,,,,8.94
A,67153,674,H,45-54,prof_inter,,,,,,10.07
A,67153,674,H,55+,agriculteurs,,,,,,5.34
A,67153,674,H,55+,cadres,,,,,,15.41
A,67153,674,H,55+,ouvriers,,,,,,5.34
A,67153,674,H,55+,prof_inter,,,,,,4.74
A,67154,675,F,15-29,cadres,,,,,,10.13
A,67154,675,F,15-29,employes,,,,,,40.01
A,67154,675,F,15-29,ouvriers,,,,,,5.24
A,67154,675,F,15-29,prof_inter,,,,,,45.49
A,67154,675,F,30-44,agriculteurs,,,,,,4.81
A,67154,675,F,30-44,artisans,,,,,,5.06
A,67154,675,F,30-44,cadres,,,,,,30.64
A,67154,675,F,30-44,employes,,,,,,135.12
A,67154,675,F,30-44,ouvriers,,,,,,19.91
A,67154,675,F,30-44,prof_inter,,,,,,95.53
A,67154,675,F,45-54,artisans,,,,,,5.15
A,67154,675,F,45-54,cadres,,,,,,50.47
A,67154,675,F,45-54,employes,,,,,,66.09
A,67154,675,F,45-54,ouvriers,,,,,,30.21
A,67154,675,F,45-54,prof_inter,,,,,,70.47
A,67154,675,F,55+,artisans,,,,,,15.45
A,67154,675,F,55+,cadres,,,,,,15.36
A,67154,675,F,55+,employes,,,,,,66.78
A,67154,675,F,55+,ouvriers,,,,,,30.81
A,67154,675,F,55+,prof_inter,,,,,,25.41
A,67154,675,H,15-29,cadres,,,,,,20.43
A,67154,675,H,15-29,employes,,,,,,19.75
A,67154,675,H,15-29,ouvriers,,,,,,64.98
A,67154,675,H,15-29,prof_inter,,,,,,20.43
A,67154,675,H,30-44,artisans,,,,,,4.98
A,67154,675,H,30-44,cadres,,,,,,24.73
A,67154,675,H,30-44,employes,,,,,,40.34
A,67154,675,H,30-44,ouvriers,,,,,,90.22
A,67154,675,H,30-44,prof_inter,,,,,,100.77
A,67154,675,H,45-54,artisans,,,,,,14.94
A,67154,675,H,45-54,cadres,,,,,,70.47
A,67154,675,H,45-54,employes,,,,,,40.43
A,67154,675,H,45-54,ouvriers,,,,,,76.13
A,67154,675,H,45-54,prof_inter,,,,,,75.36
A,67154,675,H,55+,agriculteurs,,,,,,5.15
A,67154,675,H,55+,artisans,,,,,,20.6
A,67154,675,H,55+,cadres,,,,,,35.7
A,67154,675,H,55+,employes,,,,,,20.34
A,67154,675,H,55+,ouvriers,,,,,,55.79
A,67154,675,H,55+,prof_inter,,,,,,40.94
A,67155,675,F,15-29,employes,,,,,,15.25
A,67155,675,F,15-29,ouvriers,,,,,,15.1
A,67155,675,F,15-29,prof_inter,,,,,,10.19
A,67155,675,F,30-44,artisans,,,,,,5.06
A,67155,675,F,30-44,cadres,,,,,,15.19
A,67155,675,F,30-44,employes,,,,,,75.81
A,67155,675,F,30-44,ouvriers,,,,,,5.13
A,67155,675,F,30-44,prof_inter,,,,,,60.68
A,67155,675,F,45-54,cadres,,,,,,5.03
A,67155,675,F,45-54,employes,,,,,,20.26
A,67155,675,F,45-54,ouvriers,,,,,,10.19
A,67155,675,F,45-54,prof_inter,,,,,,10.13
A,67155,675,F,55+,agriculteurs,,,,,,5.13
A,67155,675,F,55+,cadres,,,,,,10.16
A,67155,675,F,55+,employes,,,,,,15.19
A,67155,675,F,55+,ouvriers,,,,,,15.25
A,67155,675,F,55+,prof_inter,,,,,,25.5
A,67155,675,H,15-29,employes,,,,,,10.19
A,67155,675,H,15-29,ouvriers,,,,,,20.26
A,67155,675,H,15-29,prof_inter,,,,,,30.51
A,67155,675,H,30-44,agriculteurs,,,,,,5.09
A,67155,675,H,30-44,artisans,,,,,,5.03
A,67155,675,H,30-44,cadres,,,,,,30.36
A,67155,675,H,30-44,ouvriers,,,,,,45.34
A,67155,675,H,30-44,prof_inter,,,,,,30.42
A,67155,675,H,45-54,artisans,,,,,,5.06
A,67155,675,H,45-54,cadres,,,,,,10.13
A,67155,675,H,45-54,employes,,,,,,5.09
A,67155,675,H,45-54,ouvriers,,,,,,35.48
A,67155,675,H,45-54,prof_inter,,,,,,10.1
A,67155,675,H,55+,artisans,,,,,,20.41
A,67155,675,H,55+,employes,,,,,,10.19
A,67155,675,H,55+,ouvriers,,,,,,20.32
A,67155,675,H,55+,prof_inter,,,,,,5.03
A,67156,672,F,15-29,artisans,,,,,,4.91
A,67156,672,F,15-29,cadres,,,,,,10.12
A,67156,672,F,15-29,employes,,,,,,69.58
A,67156,672,F,15-29,ouvriers,,,,,,5.13
A,67156,672,F,15-29,prof_inter,,,,,,20.16
A,67156,672,F,30-44,artisans,,,,,,4.91
A,67156,672,F,30-44,cadres,,,,,,49.69
A,67156,672,F,30-44,employes,,,,,,124.02
A,67156,672,F,30-44,ouvriers,,,,,,25.22
A,67156,672,F,30-44,prof_inter,,,,,,94.12
A,67156,672,F,45-54,artisans,,,,,,15.03
A,67156,672,F,45-54,cadres,,,,,,29.91
A,67156,672,F,45-54,employes,,,,,,54.75
A,67156,672,F,45-54,ouvriers,,,,,,5.06
A,67156,672,F,45-54,prof_inter,,,,,,49.85
A,67156,672,F,55+,agriculteurs,,,,,,5.06
A,67156,672,F,55+,artisans,,,,,,20.16
A,67156,672,F,55+,cadres,,,,,,20.24
A,67156,672,F,55+,employes,,,,,,45.38
A,67156,672,F,55+,prof_inter,,,,,,40.47
A,67156,672,H,15-29,artisans,,,,,,4.91
A,67156,672,H,15-29,cadres,,,,,,10.19
A,67156,672,H,15-29,employes,,,,,,14.74
A,67156,672,H,15-29,ouvriers,,,,,,50.07
A,67156,672,H,15-29,prof_inter,,,,,,30.36
A,67156,672,H,30-44,artisans,,,,,,20.01
A,67156,672,H,30-44,cadres,,,,,,49.7
A,67156,672,H,30-44,employes,,,,,,35.04
A,67156,672,H,30-44,ouvriers,,,,,,83.92
A,67156,672,H,30-44,prof_inter,,,,,,94.11
A,67156,672,H,45-54,agriculteurs,,,,,,4.91
A,67156,672,H,45-54,artisans,,,,,,9.97
A,67156,672,H,45-54,cadres,,,,,,45.08
A,67156,672,H,45-54,employes,,,,,,10.19
A,67156,672,H,45-54,ouvriers,,,,,,45.08
A,67156,672,H,45-54,prof_inter,,,,,,54.24
A,67156,672,H,55+,artisans,,,,,,20.39
A,67156,672,H,55+,cadres,,,,,,14.95
A,67156,672,H,55+,employes,,,,,,10.04
A,67156,672,H,55+,ouvriers,,,,,,75.44
A,67156,672,H,55+,prof_inter,,,,,,35.56
A,67159,674,F,15-29,cadres,,,,,,4.51
A,67159,674,F,15-29,employes,,,,,,13.54
A,67159,674,F,30-44,ouvriers,,,,,,9.1
A,67159,674,F,30-44,prof_inter,,,,,,4.51
A,67159,674,F,55+,employes,,,,,,4.51
A,67159,674,F,55+,prof_inter,,,,,,9.23
A,67159,674,H,15-29,artisans,,,,,,4.51
A,67159,674,H,15-29,employes,,,,,,4.51
A,67159,674,H,15-29,ouvriers,,,,,,9.1
A,67159,674,H,15-29,prof_inter,,,,,,4.65
A,67159,674,H,30-44,cadres,,,,,,9.17
A,67159,674,H,30-44,ouvriers,,,,,,8.96
A,67159,674,H,30-44,prof_inter,,,,,,4.45
A,67159,674,H,45-54,employes,,,,,,4.72
A,67159,674,H,55+,ouvriers,,,,,,9.23
A,67160,672,F,15-29,employes,,,,,,22.08
A,67160,672,F,15-29,prof_inter,,,,,,16.11
A,67160,672,F,30-44,agriculteurs,,,,,,4.91
A,67160,672,F,30-44,artisans,,,,,,10.49
A,67160,672,F,30-44,cadres,,,,,,11.19
A,67160,672,F,30-44,employes,,,,,,25.95
A,67160,672,F,30-44,ouvriers,,,,,,5.6
A,67160,672,F,30-44,prof_inter,,,,,,32.99
A,67160,672,F,45-54,artisans,,,,,,4.91
A,67160,672,F,45-54,cadres,,,,,,4.91
A,67160,672,F,45-54,employes,,,,,,26.97
A,67160,672,F,45-54,ouvriers,,,,,,5.24
A,67160,672,F,45-54,prof_inter,,,,,,15.42
A,67160,672,F,55+,artisans,,,,,,4.91
A,67160,672,F,55+,employes,,,,,,4.91
A,67160,672,F,55+,ouvriers,,,,,,4.91
A,67160,672,F,55+,prof_inter,,,,,,4.6
A,67160,672,H,15-29,cadres,,,,,,9.82
A,67160,672,H,15-29,employes,,,,,,5.24
A,67160,672,H,15-29,ouvriers,,,,,,10.84
A,67160,672,H,15-29,prof_inter,,,,,,4.91
A,67160,672,H,30-44,agriculteurs,,,,,,4.91
A,67160,672,H,30-44,cadres,,,,,,10.58
A,67160,672,H,30-44,ouvriers,,,,,,31.81
A,67160,672,H,30-44,prof_inter,,,,,,38.9
A,67160,672,H,45-54,artisans,,,,,,10.15
A,67160,672,H,45-54,cadres,,,,,,30.93
A,67160,672,H,45-54,ouvriers,,,,,,30.9
A,67160,672,H,45-54,prof_inter,,,,,,10.2
A,67160,672,H,55+,agriculteurs,,,,,,5.24
A,67160,672,H,55+,artisans,,,,,,4.91
A,67160,672,H,55+,cadres,,,,,,19.67
A,67160,672,H,55+,ouvriers,,,,,,4.91
A,67160,672,H,55+,prof_inter,,,,,,24.56
A,67161,674,F,15-29,employes,,,,,,5.05
A,67161,674,F,15-29,prof_inter,,,,,,4.77
A,67161,674,F,30-44,cadres,,,,,,9.68
A,67161,674,F,30-44,employes,,,,,,9.54
A,67161,674,F,30-44,prof_inter,,,,,,19.64
A,67161,674,F,45-54,cadres,,,,,,4.91
A,67161,674,F,45-54,employes,,,,,,4.77
A,67161,674,F,45-54,prof_inter,,,,,,4.77
A,67161,674,F,55+,cadres,,,,,,4.77
A,67161,674,F,55+,employes,,,,,,5.05
A,67161,674,F,55+,prof_inter,,,,,,5.05
A,67161,674,H,15-29,ouvriers,,,,,,10.1
A,67161,674,H,15-29,prof_inter,,,,,,4.91
A,67161,674,H,30-44,artisans,,,,,,4.77
A,67161,674,H,30-44,prof_inter,,,,,,14.87
A,67161,674,H,45-54,artisans,,,,,,4.91
A,67161,674,H,45-54,ouvriers,,,,,,9.54
A,67161,674,H,45-54,prof_inter,,,,,,4.77
A,67161,674,H,55+,agriculteurs,,,,,,5.2
A,67161,674,H,55+,cadres,,,,,,4.77
A,67161,674,H,55+,prof_inter,,,,,,4.77
A,67162,674,F,15-29,employes,,,,,,4.74
A,67162,674,F,15-29,ouvriers,,,,,,9.68
A,67162,674,F,15-29,prof_inter,,,,,,4.65
A,67162,674,F,30-44,employes,,,,,,9.89
A,67162,674,F,30-44,prof_inter,,,,,,14.73
A,67162,674,F,45-54,prof_inter,,,,,,5.05
A,67162,674,F,55+,employes,,,,,,19.17
A,67162,674,F,55+,prof_inter,,,,,,4.74
A,67162,674,H,15-29,cadres,,,,,,4.84
A,67162,674,H,15-29,employes,,,,,,4.84
A,67162,674,H,15-29,ouvriers,,,,,,14.63
A,67162,674,H,30-44,cadres,,,,,,4.84
A,67162,674,H,30-44,ouvriers,,,,,,19.67
A,67162,674,H,30-44,prof_inter,,,,,,9.89
A,67162,674,H,45-54,ouvriers,,,,,,9.58
A,67162,674,H,45-54,prof_inter,,,,,,4.74
A,67162,674,H,55+,agriculteurs,,,,,,4.74
A,67162,674,H,55+,artisans,,,,,,9.49
A,67162,674,H,55+,employes,,,,,,4.84
A,67162,674,H,55+,prof_inter,,,,,,5.05
A,67163,674,F,15-29,cadres,,,,,,4.92
A,67163,674,F,15-29,prof_inter,,,,,,9.41
A,67163,674,F,30-44,cadres,,,,,,17.41
